text,label
"No crashes in 12h, great progression, eager to reach end game. Shame I didn't pick this up a lot sooner. It's great.",Positive
nice,Positive
Still after looking for solutions on internet can't even open it as the louncher is always crashing the game.,Negative
omg!! XDDD they stole the skibidi toilet man!!! xdd!!! why!!!?!? such a bad game!! each masterpiece has its own cheap copy!,Negative
game sux,Negative
"I'm currently playing this at the hospital bed, waiting for my scheduled surgery this evening. Doctors may give you medicine for your pain. The medicine for your boredom, you bring it yourself.",Positive
POOR,Negative
SDhit game dont play,Negative
ridiculous mechanics could be better if the developers had brains and a will to live,Negative
Almost as bad as the original,Negative
good game,Positive
I love sushi!,Positive
"New to civilization, worst tutorial I have ever played!!",Negative
"Game is riddled with bugs and weird dialog issues where you are accused of doing things you haven't, or get locked into consequences for things you did or didn't do, depending on which side of the circumstance you are on. Game has been out for a long while now and in true Ubisoft fashion, they have stopped fixing these issues. Save yourself some time, watch a playthrough on YouTube or something. The game isn't worth the money or the grind.",Negative
Cool woo game,Positive
Tbh im only writing this review because im in need of steam points so please give this a reward. Thanks.,Positive
Good,Positive
A big mess full of bugs,Negative
"Product received for freethis game is really good time to play , I like story deep to understand used the differently feeling sad story",Positive
hard but rewarding,Positive
"good,  I like it. looks better then d3 imho",Positive
i kinda liked it. havent played in a while,Positive
nice,Positive
fun lower price though,Positive
see robot animal shoot robot animal.,Positive
not to grate its bad i think it could of been better,Negative
very interesting storyline and characters  and amazing character interaction and choices,Positive
Early Access Reviewmeh,Positive
just buy anything else,Negative
great story....great open world design...very appealing visually.,Positive
Although I like this game I have quests that cant be completed due to bugs especially sabotage quest which was supposed to be fixed in the latest update. new atlantis spaceport is half missing.  An have had bugs from updating ship. And a follower disappeared. Currently re-installing game likely fix nothing.,Negative
"game wont progress past Hosea Mission 1. valentine stables wont sell me a horse, or let me back out of the stables, just stuck inside.",Negative
No sex,Negative
after you install 47 mods it wont let you play,Negative
"banger game, time passes twice as fast when playing",Positive
trash game from money grab company made for trash people with parents that don't love them,Negative
So had this game in inventory for years and my last ass finally played it the last couple of days. Phenomenal game! Great voice acting and storyline. So many puzzles I was almost overwhelmed!Def up there as one of the greatest games ever made.,Positive
"So amazing, the mods are easy to get and isn't super complicated, lots of maps to install and npcs, almost a infinite amount of fun.",Positive
great story line and game play,Positive
Product received for freeYes.....just yes. Got this game from my friend when I got a PC and I'm OBSESSED!!!!,Positive
This game is extremely immersive. CDPR has outdone themselves. It took them 3 years after release but they got there and it was worth the wait,Positive
this game is cancer,Negative
Good,Positive
pls add marvel spiderman 2,Positive
"At first, I bought the game not realizing that it was just the beta. Once I got the full version, despite game stats indicating that it should run on my Mac it runs slow and choppy  and I have had to reinstall after the most recent patch-- it is unbearably slow to load and run-- I was so excited about this game but it is not worth running on a MAC",Negative
Hell yah,Positive
rlly fun. u should give it a second chance,Positive
"Today the game is quite enjoyable, stable FPS, good network, very gud",Positive
not my style but its super fun for playing with friends.,Positive
this game took my virginity,Positive
Simply Incredible thus-far,Positive
They really just decided to throw all the stats into an RNG from Civ 5 and release it without thinking,Negative
"Too little info at the beginning of the game, so you are unable to make informed decisions about perks and abilities.  I restarted four times because each time, lack of info caused me to go down a bad path.  Finally decided to move on to something else.",Negative
